node_id,country_iso3,industry,kind,centrality,vulnerability,resilience,amplification,threshold,recovery_delay_weeks,inventory_weeks,pass_through,elasticity,labor_intensity,gdp_usd
PRK:consumer_goods,PRK,consumer_goods,country_industry,0.25,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,2500000000.0
PRK:government,PRK,government,country_industry,0.25,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,2500000000.0
PRK:telecommunications,PRK,telecommunications,country_industry,0.25,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,2500000000.0
PRK:tourism,PRK,tourism,country_industry,0.25,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,2500000000.0
PRK:utilities,PRK,utilities,country_industry,0.25,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,2500000000.0
PSE:agriculture,PSE,agriculture,country_industry,0.2,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,2000000000.0
PSE:banking,PSE,banking,country_industry,0.2,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,2000000000.0
PSE:consumer_goods,PSE,consumer_goods,country_industry,0.2,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,2000000000.0
PSE:government,PSE,government,country_industry,0.2,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,2000000000.0
PSE:telecommunications,PSE,telecommunications,country_industry,0.2,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,2000000000.0
PSE:tourism,PSE,tourism,country_industry,0.2,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,2000000000.0
PSE:utilities,PSE,utilities,country_industry,0.2,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,2000000000.0
QAT:agriculture,QAT,agriculture,country_industry,0.4,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,4000000000.0
QAT:aviation,QAT,aviation,country_industry,0.4,0.7,0.5,0.6,0.3,12,8,0.5,0.5,0.5,4000000000.0
QAT:banking,QAT,banking,country_industry,0.4,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,4000000000.0
QAT:consumer_goods,QAT,consumer_goods,country_industry,0.4,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,4000000000.0
QAT:energy,QAT,energy,country_industry,0.4,0.65,0.5,0.7,0.3,10,3,0.5,0.5,0.5,4000000000.0
QAT:gas,QAT,gas,country_industry,0.4,0.65,0.5,0.65,0.3,8,2,0.5,0.5,0.5,4000000000.0
QAT:government,QAT,government,country_industry,0.4,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,4000000000.0
QAT:oil,QAT,oil,country_industry,0.4,0.6,0.5,0.6,0.3,12,13,0.5,0.5,0.5,4000000000.0
QAT:telecommunications,QAT,telecommunications,country_industry,0.4,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,4000000000.0
QAT:tourism,QAT,tourism,country_industry,0.4,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,4000000000.0
QAT:utilities,QAT,utilities,country_industry,0.4,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,4000000000.0
RUS:aerospace,RUS,aerospace,country_industry,0.5,0.5,0.5,0.5,0.3,16,13,0.5,0.5,0.5,5000000000.0
RUS:agriculture,RUS,agriculture,country_industry,0.5,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,5000000000.0
RUS:aviation,RUS,aviation,country_industry,0.5,0.7,0.5,0.6,0.3,12,8,0.5,0.5,0.5,5000000000.0
RUS:banking,RUS,banking,country_industry,0.5,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,5000000000.0
RUS:consumer_goods,RUS,consumer_goods,country_industry,0.5,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,5000000000.0
RUS:energy,RUS,energy,country_industry,0.5,0.65,0.5,0.7,0.3,10,3,0.5,0.5,0.5,5000000000.0
RUS:gas,RUS,gas,country_industry,0.5,0.65,0.5,0.65,0.3,8,2,0.5,0.5,0.5,5000000000.0
RUS:government,RUS,government,country_industry,0.5,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,5000000000.0
RUS:oil,RUS,oil,country_industry,0.5,0.6,0.5,0.6,0.3,12,13,0.5,0.5,0.5,5000000000.0
RUS:telecommunications,RUS,telecommunications,country_industry,0.5,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,5000000000.0
RUS:tourism,RUS,tourism,country_industry,0.5,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,5000000000.0
RUS:utilities,RUS,utilities,country_industry,0.5,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,5000000000.0
SAU:agriculture,SAU,agriculture,country_industry,0.55,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,5500000000.0
SAU:banking,SAU,banking,country_industry,0.55,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,5500000000.0
SAU:consumer_goods,SAU,consumer_goods,country_industry,0.55,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,5500000000.0
SAU:energy,SAU,energy,country_industry,0.55,0.65,0.5,0.7,0.3,10,3,0.5,0.5,0.5,5500000000.0
SAU:government,SAU,government,country_industry,0.55,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,5500000000.0
SAU:oil,SAU,oil,country_industry,0.55,0.6,0.5,0.6,0.3,12,13,0.5,0.5,0.5,5500000000.0
SAU:telecommunications,SAU,telecommunications,country_industry,0.55,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,5500000000.0
SAU:tourism,SAU,tourism,country_industry,0.55,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,5500000000.0
SAU:utilities,SAU,utilities,country_industry,0.55,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,5500000000.0
SGP:agriculture,SGP,agriculture,country_industry,0.6,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,6000000000.0
SGP:aviation,SGP,aviation,country_industry,0.6,0.7,0.5,0.6,0.3,12,8,0.5,0.5,0.5,6000000000.0
SGP:banking,SGP,banking,country_industry,0.6,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,6000000000.0
SGP:capital_markets,SGP,capital_markets,country_industry,0.6,0.85,0.5,0.9,0.3,13,0,0.5,0.5,0.5,6000000000.0
SGP:consumer_goods,SGP,consumer_goods,country_industry,0.6,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,6000000000.0
SGP:electronics,SGP,electronics,country_industry,0.6,0.6,0.5,0.55,0.3,6,7,0.5,0.5,0.5,6000000000.0
SGP:government,SGP,government,country_industry,0.6,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,6000000000.0
SGP:insurance,SGP,insurance,country_industry,0.6,0.7,0.5,0.7,0.3,26,0,0.5,0.5,0.5,6000000000.0
SGP:ports,SGP,ports,country_industry,0.6,0.75,0.5,0.7,0.3,4,1,0.5,0.5,0.5,6000000000.0
SGP:semiconductors,SGP,semiconductors,country_industry,0.6,0.75,0.5,0.7,0.3,12,10,0.5,0.5,0.5,6000000000.0
SGP:shipping,SGP,shipping,country_industry,0.6,0.7,0.5,0.65,0.3,4,0,0.5,0.5,0.5,6000000000.0
SGP:telecommunications,SGP,telecommunications,country_industry,0.6,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,6000000000.0
SGP:tourism,SGP,tourism,country_industry,0.6,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,6000000000.0
SGP:utilities,SGP,utilities,country_industry,0.6,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,6000000000.0
SYR:agriculture,SYR,agriculture,country_industry,0.25,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,2500000000.0
SYR:banking,SYR,banking,country_industry,0.25,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,2500000000.0
SYR:consumer_goods,SYR,consumer_goods,country_industry,0.25,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,2500000000.0
SYR:government,SYR,government,country_industry,0.25,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,2500000000.0
SYR:telecommunications,SYR,telecommunications,country_industry,0.25,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,2500000000.0
SYR:tourism,SYR,tourism,country_industry,0.25,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,2500000000.0
SYR:utilities,SYR,utilities,country_industry,0.25,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,2500000000.0
THA:agriculture,THA,agriculture,country_industry,0.5,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,5000000000.0
THA:automotive,THA,automotive,country_industry,0.5,0.55,0.5,0.6,0.3,8,5,0.5,0.5,0.5,5000000000.0
THA:banking,THA,banking,country_industry,0.5,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,5000000000.0
THA:consumer_goods,THA,consumer_goods,country_industry,0.5,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,5000000000.0
THA:electronics,THA,electronics,country_industry,0.5,0.6,0.5,0.55,0.3,6,7,0.5,0.5,0.5,5000000000.0
THA:government,THA,government,country_industry,0.5,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,5000000000.0
THA:telecommunications,THA,telecommunications,country_industry,0.5,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,5000000000.0
THA:tourism,THA,tourism,country_industry,0.5,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,5000000000.0
THA:utilities,THA,utilities,country_industry,0.5,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,5000000000.0
TUN:agriculture,TUN,agriculture,country_industry,0.25,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,2500000000.0
TUN:banking,TUN,banking,country_industry,0.25,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,2500000000.0
TUN:consumer_goods,TUN,consumer_goods,country_industry,0.25,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,2500000000.0
TUN:government,TUN,government,country_industry,0.25,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,2500000000.0
TUN:telecommunications,TUN,telecommunications,country_industry,0.25,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,2500000000.0
TUN:tourism,TUN,tourism,country_industry,0.25,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,2500000000.0
TUN:utilities,TUN,utilities,country_industry,0.25,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,2500000000.0
TUR:agriculture,TUR,agriculture,country_industry,0.4,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,4000000000.0
TUR:automotive,TUR,automotive,country_industry,0.4,0.55,0.5,0.6,0.3,8,5,0.5,0.5,0.5,4000000000.0
TUR:aviation,TUR,aviation,country_industry,0.4,0.7,0.5,0.6,0.3,12,8,0.5,0.5,0.5,4000000000.0
TUR:banking,TUR,banking,country_industry,0.4,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,4000000000.0
TUR:consumer_goods,TUR,consumer_goods,country_industry,0.4,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,4000000000.0
TUR:government,TUR,government,country_industry,0.4,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,4000000000.0
TUR:telecommunications,TUR,telecommunications,country_industry,0.4,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,4000000000.0
TUR:tourism,TUR,tourism,country_industry,0.4,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,4000000000.0
TUR:utilities,TUR,utilities,country_industry,0.4,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,4000000000.0
TWN:agriculture,TWN,agriculture,country_industry,0.85,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,8500000000.0
TWN:banking,TWN,banking,country_industry,0.85,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,8500000000.0
TWN:consumer_goods,TWN,consumer_goods,country_industry,0.85,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,8500000000.0
TWN:electronics,TWN,electronics,country_industry,0.85,0.6,0.5,0.55,0.3,6,7,0.5,0.5,0.5,8500000000.0
TWN:government,TWN,government,country_industry,0.85,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,8500000000.0
TWN:semiconductors,TWN,semiconductors,country_industry,0.85,0.75,0.5,0.7,0.3,12,10,0.5,0.5,0.5,8500000000.0
TWN:shipping,TWN,shipping,country_industry,0.85,0.7,0.5,0.65,0.3,4,0,0.5,0.5,0.5,8500000000.0
TWN:telecommunications,TWN,telecommunications,country_industry,0.85,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,8500000000.0
TWN:tourism,TWN,tourism,country_industry,0.85,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,8500000000.0
TWN:utilities,TWN,utilities,country_industry,0.85,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,8500000000.0
UKR:agriculture,UKR,agriculture,country_industry,0.35,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,3500000000.0
UKR:banking,UKR,banking,country_industry,0.35,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,3500000000.0
UKR:consumer_goods,UKR,consumer_goods,country_industry,0.35,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,3500000000.0
UKR:government,UKR,government,country_industry,0.35,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,3500000000.0
UKR:telecommunications,UKR,telecommunications,country_industry,0.35,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,3500000000.0
UKR:tourism,UKR,tourism,country_industry,0.35,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,3500000000.0
UKR:utilities,UKR,utilities,country_industry,0.35,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,3500000000.0
USA:aerospace,USA,aerospace,country_industry,0.95,0.5,0.5,0.5,0.3,16,13,0.5,0.5,0.5,9500000000.0
USA:agriculture,USA,agriculture,country_industry,0.95,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,9500000000.0
USA:automotive,USA,automotive,country_industry,0.95,0.55,0.5,0.6,0.3,8,5,0.5,0.5,0.5,9500000000.0
USA:aviation,USA,aviation,country_industry,0.95,0.7,0.5,0.6,0.3,12,8,0.5,0.5,0.5,9500000000.0
USA:banking,USA,banking,country_industry,0.95,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,9500000000.0
USA:capital_markets,USA,capital_markets,country_industry,0.95,0.85,0.5,0.9,0.3,13,0,0.5,0.5,0.5,9500000000.0
USA:consumer_goods,USA,consumer_goods,country_industry,0.95,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,9500000000.0
USA:electronics,USA,electronics,country_industry,0.95,0.6,0.5,0.55,0.3,6,7,0.5,0.5,0.5,9500000000.0
USA:energy,USA,energy,country_industry,0.95,0.65,0.5,0.7,0.3,10,3,0.5,0.5,0.5,9500000000.0
USA:gas,USA,gas,country_industry,0.95,0.65,0.5,0.65,0.3,8,2,0.5,0.5,0.5,9500000000.0
USA:government,USA,government,country_industry,0.95,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,9500000000.0
USA:insurance,USA,insurance,country_industry,0.95,0.7,0.5,0.7,0.3,26,0,0.5,0.5,0.5,9500000000.0
USA:oil,USA,oil,country_industry,0.95,0.6,0.5,0.6,0.3,12,13,0.5,0.5,0.5,9500000000.0
USA:ports,USA,ports,country_industry,0.95,0.75,0.5,0.7,0.3,4,1,0.5,0.5,0.5,9500000000.0
USA:semiconductors,USA,semiconductors,country_industry,0.95,0.75,0.5,0.7,0.3,12,10,0.5,0.5,0.5,9500000000.0
USA:shipping,USA,shipping,country_industry,0.95,0.7,0.5,0.65,0.3,4,0,0.5,0.5,0.5,9500000000.0
USA:telecommunications,USA,telecommunications,country_industry,0.95,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,9500000000.0
USA:tourism,USA,tourism,country_industry,0.95,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,9500000000.0
USA:utilities,USA,utilities,country_industry,0.95,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,9500000000.0
VEN:agriculture,VEN,agriculture,country_industry,0.3,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,3000000000.0
VEN:banking,VEN,banking,country_industry,0.3,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,3000000000.0
VEN:consumer_goods,VEN,consumer_goods,country_industry,0.3,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,3000000000.0
VEN:energy,VEN,energy,country_industry,0.3,0.65,0.5,0.7,0.3,10,3,0.5,0.5,0.5,3000000000.0
VEN:government,VEN,government,country_industry,0.3,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,3000000000.0
VEN:oil,VEN,oil,country_industry,0.3,0.6,0.5,0.6,0.3,12,13,0.5,0.5,0.5,3000000000.0
VEN:telecommunications,VEN,telecommunications,country_industry,0.3,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,3000000000.0
VEN:tourism,VEN,tourism,country_industry,0.3,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,3000000000.0
VEN:utilities,VEN,utilities,country_industry,0.3,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,3000000000.0
VNM:agriculture,VNM,agriculture,country_industry,0.45,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,4500000000.0
VNM:banking,VNM,banking,country_industry,0.45,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,4500000000.0
VNM:consumer_goods,VNM,consumer_goods,country_industry,0.45,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,4500000000.0
VNM:electronics,VNM,electronics,country_industry,0.45,0.6,0.5,0.55,0.3,6,7,0.5,0.5,0.5,4500000000.0
VNM:government,VNM,government,country_industry,0.45,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,4500000000.0
VNM:telecommunications,VNM,telecommunications,country_industry,0.45,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,4500000000.0
VNM:tourism,VNM,tourism,country_industry,0.45,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,4500000000.0
VNM:utilities,VNM,utilities,country_industry,0.45,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,4500000000.0
YEM:agriculture,YEM,agriculture,country_industry,0.2,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,2000000000.0
YEM:banking,YEM,banking,country_industry,0.2,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,2000000000.0
YEM:consumer_goods,YEM,consumer_goods,country_industry,0.2,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,2000000000.0
YEM:government,YEM,government,country_industry,0.2,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,2000000000.0
YEM:telecommunications,YEM,telecommunications,country_industry,0.2,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,2000000000.0
YEM:tourism,YEM,tourism,country_industry,0.2,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,2000000000.0
YEM:utilities,YEM,utilities,country_industry,0.2,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,2000000000.0
ZAF:agriculture,ZAF,agriculture,country_industry,0.35,0.55,0.5,0.5,0.3,52,26,0.5,0.5,0.5,3500000000.0
ZAF:automotive,ZAF,automotive,country_industry,0.35,0.55,0.5,0.6,0.3,8,5,0.5,0.5,0.5,3500000000.0
ZAF:banking,ZAF,banking,country_industry,0.35,0.8,0.5,0.85,0.3,26,0,0.5,0.5,0.5,3500000000.0
ZAF:consumer_goods,ZAF,consumer_goods,country_industry,0.35,0.45,0.5,0.4,0.3,4,5,0.5,0.5,0.5,3500000000.0
ZAF:government,ZAF,government,country_industry,0.35,0.4,0.5,0.35,0.3,12,12,0.5,0.5,0.5,3500000000.0
ZAF:telecommunications,ZAF,telecommunications,country_industry,0.35,0.5,0.5,0.4,0.3,4,0,0.5,0.5,0.5,3500000000.0
ZAF:tourism,ZAF,tourism,country_industry,0.35,0.85,0.5,0.7,0.3,26,0,0.5,0.5,0.5,3500000000.0
ZAF:utilities,ZAF,utilities,country_industry,0.35,0.55,0.5,0.5,0.3,8,1,0.5,0.5,0.5,3500000000.0
CP:TaiwanStrait,,shipping,chokepoint,0.7,0.5,0.3,0.7,0.25,2,0,0.95,0.3,0.2,100000000.0
CP:Malacca,,shipping,chokepoint,0.7,0.5,0.3,0.7,0.25,2,0,0.95,0.3,0.2,100000000.0
CP:Suez,,shipping,chokepoint,0.7,0.5,0.3,0.7,0.25,2,0,0.95,0.3,0.2,100000000.0
CP:Hormuz,,shipping,chokepoint,0.7,0.5,0.3,0.7,0.25,2,0,0.95,0.3,0.2,100000000.0
CP:Panama,,shipping,chokepoint,0.7,0.5,0.3,0.7,0.25,2,0,0.95,0.3,0.2,100000000.0
CP:RedSea,,shipping,chokepoint,0.7,0.5,0.3,0.7,0.25,2,0,0.95,0.3,0.2,100000000.0
CP:Bosphorus,,shipping,chokepoint,0.7,0.5,0.3,0.7,0.25,2,0,0.95,0.3,0.2,100000000.0
CP:BabElMandeb,,shipping,chokepoint,0.7,0.5,0.3,0.7,0.25,2,0,0.95,0.3,0.2,100000000.0
