source_iso3,source_industry,target_iso3,target_industry,industry,dependency_weight,flow_value_usd,hs_codes,n_hs_codes,source_urls,period
ITA,automotive,DEU,automotive,automotive,0.0513,6179742527.31,8703;8704;8708,3,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8704&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8708&y=2019,2019
POL,automotive,TWN,automotive,automotive,0.051,9573895.53,8704,1,https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8704&y=2019,2019
IDN,electronics,MYS,electronics,electronics,0.0508,226336782.8,8517;8528,2,https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8517&y=2019;https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8528&y=2019,2019
S19,electronics,USA,electronics,electronics,0.0504,9736497502.0,8471;8517,2,https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8517&y=2019,2019
KOR,semiconductors,MYS,semiconductors,semiconductors,0.0504,1762416587.82,8541;8542,2,https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8542&y=2019,2019
ARG,automotive,MEX,automotive,automotive,0.0495,103414896.0,8704,1,https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8704&y=2019,2019
AUT,automotive,JPN,automotive,automotive,0.0493,598304836.96,8703,1,https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8703&y=2019,2019
ESP,automotive,IND,automotive,automotive,0.0481,10660829.96,8703,1,https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8703&y=2019,2019
JPN,semiconductors,USA,semiconductors,semiconductors,0.048,2132175931.0,8541;8542,2,https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8542&y=2019,2019
KOR,automotive,MEX,automotive,automotive,0.048,1777472409.0,8703;8708,2,https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8708&y=2019,2019
DEU,electronics,NLD,electronics,electronics,0.0474,1932848760.79,8471;8517;8528,3,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8517&y=2019;https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8528&y=2019,2019
HUN,semiconductors,DEU,semiconductors,semiconductors,0.0473,321230830.17,8541,1,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8541&y=2019,2019
SGP,automotive,IND,automotive,automotive,0.0472,208104550.37,8703;8708,2,https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8708&y=2019,2019
KOR,automotive,NLD,automotive,automotive,0.0467,587705310.55,8703,1,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8703&y=2019,2019
PHL,semiconductors,MEX,semiconductors,semiconductors,0.0467,1149673288.0,8541;8542,2,https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8542&y=2019,2019
POL,electronics,DEU,electronics,electronics,0.0464,2482501451.4,8471;8517;8528,3,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8517&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8528&y=2019,2019
NLD,electronics,TWN,electronics,electronics,0.0463,162768975.6,8471,1,https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8471&y=2019,2019
CZE,electronics,NLD,electronics,electronics,0.0463,1725055005.38,8471;8517,2,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8517&y=2019,2019
USA,electronics,MYS,electronics,electronics,0.0463,314990626.84,8471;8517,2,https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8517&y=2019,2019
MYS,electronics,MEX,electronics,electronics,0.0456,1082919712.0,8471;8517,2,https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8517&y=2019,2019
USA,electronics,CHN,electronics,electronics,0.0452,35501035.0,8528,1,https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8528&y=2019,2019
SGP,semiconductors,THA,semiconductors,semiconductors,0.0452,508851324.24,8542,1,https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8542&y=2019,2019
THA,electronics,VNM,electronics,electronics,0.0445,90533443.43,8471,1,https://comtrade.un.org/data/?r=VNM&p=all&px=HS&cc=8471&y=2019,2019
THA,semiconductors,IND,semiconductors,semiconductors,0.0442,141955051.03,8541,1,https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8541&y=2019,2019
MYS,semiconductors,KOR,semiconductors,semiconductors,0.0441,1796858829.0,8541;8542,2,https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8542&y=2019,2019
USA,semiconductors,CHN,semiconductors,semiconductors,0.0435,14451819583.0,8541;8542,2,https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8542&y=2019,2019
VNM,semiconductors,CHN,semiconductors,semiconductors,0.0435,13320925485.0,8542,1,https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8542&y=2019,2019
THA,semiconductors,THA,semiconductors,semiconductors,0.0433,569386857.22,8541;8542,2,https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8542&y=2019,2019
ESP,automotive,NLD,automotive,automotive,0.043,646295106.84,8703;8704,2,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8704&y=2019,2019
SGP,semiconductors,KOR,semiconductors,semiconductors,0.0429,1533056843.0,8542,1,https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8542&y=2019,2019
FRA,semiconductors,NLD,semiconductors,semiconductors,0.0428,690856924.13,8541;8542,2,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8542&y=2019,2019
BEL,automotive,DEU,automotive,automotive,0.0424,3393757423.32,8703;8704,2,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8704&y=2019,2019
MEX,semiconductors,USA,semiconductors,semiconductors,0.0421,1870722504.0,8541;8542,2,https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8542&y=2019,2019
PHL,electronics,NLD,electronics,electronics,0.0418,149455872.46,8528,1,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8528&y=2019,2019
CAN,automotive,MEX,automotive,automotive,0.0418,1547870866.0,8703;8708,2,https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8708&y=2019,2019
KOR,electronics,USA,electronics,electronics,0.0416,4234487188.0,8517,1,https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8517&y=2019,2019
IDN,automotive,TWN,automotive,automotive,0.0416,7822807.64,8704,1,https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8704&y=2019,2019
USA,electronics,IND,electronics,electronics,0.0416,844447400.15,8471;8517,2,https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8517&y=2019,2019
HKG,semiconductors,NLD,semiconductors,semiconductors,0.0415,669884276.03,8541;8542,2,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8542&y=2019,2019
FRA,automotive,KOR,automotive,automotive,0.0413,173913298.0,8704;8708,2,https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8704&y=2019;https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8708&y=2019,2019
PHL,automotive,THA,automotive,automotive,0.041,275026144.94,8708,1,https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8708&y=2019,2019
HUN,electronics,NLD,electronics,electronics,0.0409,760435844.53,8471;8528,2,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8528&y=2019,2019
THA,electronics,IND,electronics,electronics,0.0409,359166043.6,8471;8528,2,https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8528&y=2019,2019
MEX,automotive,CHN,automotive,automotive,0.0407,1027895429.0,8708,1,https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8708&y=2019,2019
HUN,electronics,CHN,electronics,electronics,0.0402,31580850.0,8528,1,https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8528&y=2019,2019
GBR,automotive,DEU,automotive,automotive,0.0398,4488306571.82,8703;8708,2,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8708&y=2019,2019
SGP,electronics,TWN,electronics,electronics,0.0397,139729715.8,8471,1,https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8471&y=2019,2019
THA,automotive,THA,automotive,automotive,0.0397,72063796.73,8703;8704,2,https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8704&y=2019,2019
KOR,electronics,JPN,electronics,electronics,0.0386,146623142.62,8528,1,https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8528&y=2019,2019
CZE,automotive,NLD,automotive,automotive,0.0385,724167276.8,8703;8708,2,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8708&y=2019,2019
GBR,automotive,NLD,automotive,automotive,0.0385,816654557.79,8703;8704;8708,3,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8704&y=2019;https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8708&y=2019,2019
USA,electronics,JPN,electronics,electronics,0.0384,1740865404.09,8471;8517;8528,3,https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8517&y=2019;https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8528&y=2019,2019
GBR,electronics,DEU,electronics,electronics,0.0384,883094347.96,8517,1,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8517&y=2019,2019
THA,semiconductors,VNM,semiconductors,semiconductors,0.0384,175177250.02,8541,1,https://comtrade.un.org/data/?r=VNM&p=all&px=HS&cc=8541&y=2019,2019
DEU,automotive,VNM,automotive,automotive,0.0384,164230486.0,8703;8708,2,https://comtrade.un.org/data/?r=VNM&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=VNM&p=all&px=HS&cc=8708&y=2019,2019
TUR,electronics,DEU,electronics,electronics,0.0382,228054045.31,8528,1,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8528&y=2019,2019
JPN,semiconductors,MEX,semiconductors,semiconductors,0.0379,934391466.0,8541;8542,2,https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8542&y=2019,2019
ZAF,automotive,JPN,automotive,automotive,0.0378,458250255.07,8703,1,https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8703&y=2019,2019
NLD,semiconductors,DEU,semiconductors,semiconductors,0.0378,898978689.02,8541;8542,2,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8542&y=2019,2019
CHN,automotive,DEU,automotive,automotive,0.0374,1504736990.56,8708,1,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8708&y=2019,2019
VNM,semiconductors,TWN,semiconductors,semiconductors,0.0369,1980922203.2,8542,1,https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8542&y=2019,2019
CAN,semiconductors,USA,semiconductors,semiconductors,0.0365,1207561773.0,8542,1,https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8542&y=2019,2019
POL,electronics,NLD,electronics,electronics,0.0365,679951078.51,8471;8528,2,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8528&y=2019,2019
THA,semiconductors,USA,semiconductors,semiconductors,0.036,1599561555.0,8541;8542,2,https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8542&y=2019,2019
PHL,semiconductors,USA,semiconductors,semiconductors,0.0357,1182645484.0,8542,1,https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8542&y=2019,2019
MEX,electronics,NLD,electronics,electronics,0.0357,793923997.5,8517,1,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8517&y=2019,2019
JPN,semiconductors,IND,semiconductors,semiconductors,0.0356,114072740.0,8541,1,https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8541&y=2019,2019
S19,electronics,IND,electronics,electronics,0.0354,310599116.48,8471;8528,2,https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8528&y=2019,2019
JPN,electronics,CHN,electronics,electronics,0.0349,1514928861.0,8517;8528,2,https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8517&y=2019;https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8528&y=2019,2019
SGP,electronics,JPN,electronics,electronics,0.0348,601530981.25,8471,1,https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8471&y=2019,2019
DEU,semiconductors,TWN,semiconductors,semiconductors,0.0346,82361844.5,8541,1,https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8541&y=2019,2019
S19,electronics,NLD,electronics,electronics,0.0345,519201137.15,8471,1,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8471&y=2019,2019
ZAF,automotive,MEX,automotive,automotive,0.0342,71394702.0,8704,1,https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8704&y=2019,2019
PHL,semiconductors,THA,semiconductors,semiconductors,0.034,447055525.12,8541;8542,2,https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8542&y=2019,2019
THA,electronics,USA,electronics,electronics,0.0339,7352028570.0,8471;8517;8528,3,https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8517&y=2019;https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8528&y=2019,2019
BEL,electronics,NLD,electronics,electronics,0.0338,1380402531.98,8471;8517;8528,3,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8517&y=2019;https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8528&y=2019,2019
THA,semiconductors,CHN,semiconductors,semiconductors,0.0337,882935917.0,8541,1,https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8541&y=2019,2019
THA,semiconductors,TWN,semiconductors,semiconductors,0.0336,80154537.82,8541,1,https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8541&y=2019,2019
S19,electronics,JPN,electronics,electronics,0.0335,706565046.29,8471;8528,2,https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8528&y=2019,2019
MEX,electronics,CHN,electronics,electronics,0.0333,26211749.0,8528,1,https://comtrade.un.org/data/?r=CHN&p=all&px=HS&cc=8528&y=2019,2019
JPN,automotive,DEU,automotive,automotive,0.0333,3756099524.1,8703;8708,2,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8708&y=2019,2019
THA,semiconductors,JPN,semiconductors,semiconductors,0.0332,777948475.78,8541;8542,2,https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8542&y=2019,2019
SVK,electronics,NLD,electronics,electronics,0.0328,117285275.93,8528,1,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8528&y=2019,2019
MEX,automotive,JPN,automotive,automotive,0.0327,661989423.62,8703;8708,2,https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8708&y=2019,2019
SGP,semiconductors,JPN,semiconductors,semiconductors,0.0322,596529700.29,8542,1,https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8542&y=2019,2019
GBR,semiconductors,DEU,semiconductors,semiconductors,0.0322,548231604.39,8542,1,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8542&y=2019,2019
FRA,semiconductors,DEU,semiconductors,semiconductors,0.0321,545206653.96,8542,1,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8542&y=2019,2019
JPN,electronics,VNM,electronics,electronics,0.0318,37347742.42,8528,1,https://comtrade.un.org/data/?r=VNM&p=all&px=HS&cc=8528&y=2019,2019
SVN,automotive,DEU,automotive,automotive,0.0316,240432875.6,8704,1,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8704&y=2019,2019
SWE,automotive,KOR,automotive,automotive,0.0316,362025810.0,8703;8704,2,https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8704&y=2019,2019
CHN,automotive,NLD,automotive,automotive,0.0313,194231018.99,8708,1,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8708&y=2019,2019
IND,automotive,THA,automotive,automotive,0.0313,218133219.34,8704;8708,2,https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8704&y=2019;https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8708&y=2019,2019
DEU,semiconductors,MYS,semiconductors,semiconductors,0.0308,1076466685.54,8541;8542,2,https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8541&y=2019;https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8542&y=2019,2019
THA,electronics,NLD,electronics,electronics,0.0307,1142631509.8,8471;8517,2,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8517&y=2019,2019
HUN,electronics,DEU,electronics,electronics,0.0303,1617726739.84,8471;8517;8528,3,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8517&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8528&y=2019,2019
MYS,electronics,JPN,electronics,electronics,0.0301,843942350.16,8517;8528,2,https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8517&y=2019;https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8528&y=2019,2019
USA,electronics,DEU,electronics,electronics,0.0297,1589641738.24,8471;8517;8528,3,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8517&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8528&y=2019,2019
AUT,automotive,KOR,automotive,automotive,0.0296,338902689.0,8703;8704,2,https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8704&y=2019,2019
IRL,electronics,KOR,electronics,electronics,0.0296,198264924.0,8471,1,https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8471&y=2019,2019
FRA,automotive,JPN,automotive,automotive,0.0295,358185930.54,8703,1,https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8703&y=2019,2019
JPN,electronics,THA,electronics,electronics,0.0294,230311142.74,8517;8528,2,https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8517&y=2019;https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8528&y=2019,2019
PHL,semiconductors,MYS,semiconductors,semiconductors,0.0292,933423345.4,8542,1,https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8542&y=2019,2019
S19,electronics,MYS,electronics,electronics,0.0292,80867708.18,8471,1,https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8471&y=2019,2019
GBR,automotive,TWN,automotive,automotive,0.029,160291924.86,8703,1,https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8703&y=2019,2019
PHL,electronics,JPN,electronics,electronics,0.0289,109835378.79,8528,1,https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8528&y=2019,2019
THA,electronics,KOR,electronics,electronics,0.0289,193714079.0,8471,1,https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8471&y=2019,2019
GBR,automotive,MYS,automotive,automotive,0.0284,58055714.33,8703,1,https://comtrade.un.org/data/?r=MYS&p=all&px=HS&cc=8703&y=2019,2019
PHL,semiconductors,TWN,semiconductors,semiconductors,0.0283,67423421.82,8541,1,https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8541&y=2019,2019
SWE,automotive,TWN,automotive,automotive,0.0279,197000432.52,8703;8708,2,https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8708&y=2019,2019
SVK,automotive,KOR,automotive,automotive,0.0277,307565440.0,8703,1,https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8703&y=2019,2019
USA,electronics,TWN,electronics,electronics,0.0276,255012939.06,8471;8517,2,https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8517&y=2019,2019
SVK,automotive,THA,automotive,automotive,0.0276,43060776.02,8703,1,https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8703&y=2019,2019
MYS,electronics,USA,electronics,electronics,0.0272,2775970639.0,8517,1,https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8517&y=2019,2019
VNM,automotive,KOR,automotive,automotive,0.0271,104873527.0,8708,1,https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8708&y=2019,2019
SVK,automotive,MEX,automotive,automotive,0.0271,266988355.0,8703,1,https://comtrade.un.org/data/?r=MEX&p=all&px=HS&cc=8703&y=2019,2019
ITA,automotive,NLD,automotive,automotive,0.0267,231404672.3,8704;8708,2,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8704&y=2019;https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8708&y=2019,2019
S19,automotive,JPN,automotive,automotive,0.0266,216387908.38,8708,1,https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8708&y=2019,2019
USA,electronics,VNM,electronics,electronics,0.0265,53827700.8,8471,1,https://comtrade.un.org/data/?r=VNM&p=all&px=HS&cc=8471&y=2019,2019
MYS,electronics,IND,electronics,electronics,0.0265,232817056.04,8471;8528,2,https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8528&y=2019,2019
NLD,automotive,TWN,automotive,automotive,0.0264,40424601.95,8708,1,https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8708&y=2019,2019
SWE,automotive,JPN,automotive,automotive,0.0263,330490165.48,8703;8704,2,https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8703&y=2019;https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8704&y=2019,2019
ITA,automotive,TWN,automotive,automotive,0.0263,4944134.02,8704,1,https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8704&y=2019,2019
PHL,electronics,TWN,electronics,electronics,0.0262,92219012.43,8471,1,https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8471&y=2019,2019
USA,semiconductors,NLD,semiconductors,semiconductors,0.026,347786753.51,8542,1,https://comtrade.un.org/data/?r=NLD&p=all&px=HS&cc=8542&y=2019,2019
THA,electronics,DEU,electronics,electronics,0.0257,629516373.5,8471,1,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8471&y=2019,2019
MEX,automotive,IND,automotive,automotive,0.0257,107688372.99,8708,1,https://comtrade.un.org/data/?r=IND&p=all&px=HS&cc=8708&y=2019,2019
S19,automotive,USA,automotive,automotive,0.0256,1781327214.0,8708,1,https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8708&y=2019,2019
IRL,semiconductors,JPN,semiconductors,semiconductors,0.0256,474405590.51,8542,1,https://comtrade.un.org/data/?r=JPN&p=all&px=HS&cc=8542&y=2019,2019
TUR,automotive,DEU,automotive,automotive,0.0256,1223722534.78,8704;8708,2,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8704&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8708&y=2019,2019
IRL,semiconductors,USA,semiconductors,semiconductors,0.0255,842092316.0,8542,1,https://comtrade.un.org/data/?r=USA&p=all&px=HS&cc=8542&y=2019,2019
PHL,electronics,DEU,electronics,electronics,0.0254,151479720.79,8528,1,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8528&y=2019,2019
S19,electronics,DEU,electronics,electronics,0.0252,1194111980.23,8471;8517,2,https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=DEU&p=all&px=HS&cc=8517&y=2019,2019
MYS,electronics,TWN,electronics,electronics,0.0251,103300400.53,8471;8528,2,https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8471&y=2019;https://comtrade.un.org/data/?r=TWN&p=all&px=HS&cc=8528&y=2019,2019
VNM,semiconductors,KOR,semiconductors,semiconductors,0.025,125137630.0,8541,1,https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8541&y=2019,2019
IND,automotive,KOR,automotive,automotive,0.0248,95713692.0,8708,1,https://comtrade.un.org/data/?r=KOR&p=all&px=HS&cc=8708&y=2019,2019
SGP,electronics,THA,electronics,electronics,0.0248,100288079.26,8471,1,https://comtrade.un.org/data/?r=THA&p=all&px=HS&cc=8471&y=2019,2019
