"Series Description","Computer and peripheral equipment  (NAICS = 3341); n.s.a. IP","Computer and peripheral equipment  (NAICS = 3341); s.a. IP","Semiconductor and other electronic component  (NAICS = 3344); n.s.a. IP","Semiconductor and other electronic component  (NAICS = 3344); s.a. IP","Motor vehicles and parts  (NAICS = 3361-3); n.s.a. IP","Motor vehicles and parts  (NAICS = 3361-3); s.a. IP","Computers, communications eq., and semiconductors  (NAICS = 3341,3342,3344); n.s.a. IP","Computers, communications eq., and semiconductors  (NAICS = 3341,3342,3344); s.a. IP"
2019-02,126.9672,132.9596,97.3081,104.7604,108.1161,102.4920,106.4586,112.8559
2019-03,132.3972,135.7514,110.1157,105.3679,110.9004,101.6260,115.9122,113.5721
2019-04,128.3837,130.3428,101.0890,105.8286,101.2939,100.9370,108.9722,113.2199
2019-05,134.9042,132.6995,101.7614,105.8115,102.1226,102.4737,110.5833,113.3659
2019-06,137.7841,133.0738,111.1650,106.7633,111.0746,105.9848,117.4741,114.1142
2019-07,133.1316,134.0520,104.2348,107.5196,86.0764,102.7050,111.7655,114.7986
2019-08,134.9411,135.5473,109.5599,109.1758,109.6985,104.3913,115.6560,115.9776
2019-09,129.8619,127.9710,115.9026,108.7369,101.4606,99.5115,119.2942,114.5245
2019-10,126.1455,123.7553,109.8586,108.9746,100.1836,93.4023,115.5009,113.8883
2019-11,129.7673,127.5485,111.5730,110.9638,104.9144,104.2043,117.4629,115.6679
2019-12,128.9891,125.4299,118.5799,112.6269,88.7823,101.1041,123.2634,117.1676
2020-01,120.5288,124.2497,103.0402,110.9344,97.0771,102.6564,111.0554,116.6602
2020-02,117.7010,122.6228,104.4339,108.6923,114.3925,107.8280,111.2302,115.4253
2020-03,123.7757,126.9343,114.6827,109.4757,82.8341,75.6491,119.0619,116.3446
2020-04,110.8511,111.8996,102.2607,107.5225,20.7298,20.5804,108.3232,112.8169
2020-05,106.9484,104.8657,103.2558,107.1574,39.4626,39.3778,108.4915,111.1319
2020-06,110.9519,107.3931,113.6441,109.2417,89.2349,85.2413,115.6633,112.3317
2020-07,108.3109,110.0467,108.3514,111.7799,90.6278,107.6752,110.8689,114.0371
2020-08,110.7180,111.3266,112.3981,112.4082,111.2837,104.7129,113.8724,114.4013
2020-09,113.3474,113.8411,122.9607,115.8024,104.6275,102.0821,121.6224,116.9989
2020-10,118.9889,115.7934,121.4878,119.8600,109.0968,101.1274,122.4073,120.2063
2020-11,121.1882,117.4224,122.0972,121.1263,100.6647,101.4780,123.8540,121.6815
2020-12,122.6192,119.5341,126.4247,121.0366,91.6075,103.2304,128.1241,122.5388
2021-01,115.2134,118.7140,115.2722,120.3158,96.7473,102.3046,119.0058,122.7804
2021-02,116.4526,121.3929,111.0072,119.1051,98.3624,92.7865,115.8844,122.9826
2021-03,119.1079,123.0081,125.4606,119.6459,104.3803,94.0784,127.0997,124.1255
2021-04,126.8240,128.3737,116.5887,121.9916,88.5810,87.6949,121.8901,126.7530
2021-05,132.5229,130.4577,119.8205,123.9862,90.6486,90.4312,125.5107,128.5070
2021-06,136.4543,131.7667,125.5079,121.2857,91.9964,88.6696,130.1427,126.8217
2021-07,127.1570,129.7220,114.9083,117.7423,78.7770,92.4829,121.1263,124.0982
2021-08,130.3786,131.6118,117.3393,117.8182,96.5217,91.6833,123.3827,124.3620
2021-09,129.6754,130.6866,125.1283,118.1095,86.6729,85.4193,129.8867,125.3074
2021-10,134.9317,131.7255,122.5041,119.9345,102.5554,96.1387,130.9853,127.8767
2021-11,137.1151,132.1535,123.7430,122.4168,98.6285,100.0637,133.6631,130.8042
2021-12,134.6321,130.8526,129.7790,124.7074,87.7852,99.9036,138.9661,133.1251
2022-01,121.2022,126.8091,120.2054,125.7730,95.3363,99.5854,129.6392,134.1327
2022-02,122.1872,131.0052,120.5037,128.9521,101.4734,96.4871,129.3963,137.6028
2022-03,120.9378,128.2017,135.8562,129.5542,113.0375,103.5475,141.4780,138.7262
2022-04,122.7496,125.9589,121.7939,127.9384,104.4116,104.9525,132.4391,138.5115
2022-05,126.8776,124.8487,124.9323,128.7700,103.7068,104.4660,137.1944,140.2421
2022-06,130.3324,126.8263,136.4048,131.2495,106.6293,104.5111,147.2570,143.3774
2022-07,124.7384,126.5639,128.9943,131.7061,93.5703,106.9355,141.5747,144.5225
2022-08,123.1112,126.4750,131.3429,132.8333,112.4363,107.8039,143.7827,145.7310
2022-09,127.7077,127.2466,142.4577,134.0567,109.9649,108.1690,152.5161,146.5361
2022-10,133.5825,127.1808,136.5521,132.9257,117.3565,111.1824,149.8491,145.0931
2022-11,139.7486,129.3212,134.2730,133.4489,106.3420,107.0427,148.4011,144.8335
2022-12,134.7315,127.4691,134.7406,130.8489,97.4657,107.0475,147.6128,141.8317
2023-01,124.3032,130.4407,120.3747,130.0403,100.5128,107.2538,133.2319,140.7748
2023-02,118.8031,130.0580,127.7629,133.5400,112.6595,107.2628,136.1636,142.9203
2023-03,122.2198,130.3489,140.1791,133.5331,114.6871,104.7958,145.6575,143.0404
2023-04,131.6564,134.1060,131.3385,135.8398,112.6619,112.6380,140.3778,145.4632
2023-05,137.3915,134.0613,132.7832,136.0676,113.5554,113.6344,143.1847,145.9301
2023-06,144.7827,139.2198,140.0697,135.4366,111.9224,109.0854,149.6185,146.0502
2023-07,139.3220,140.4574,134.2892,136.6894,99.2563,114.3820,144.5437,147.0968
2023-08,139.4415,142.0966,133.3035,135.6233,116.1009,110.1186,144.5049,146.8145
2023-09,140.7244,139.7572,142.7546,134.4233,112.2012,109.5162,152.6502,146.5066
2023-10,143.2716,137.1285,140.3520,136.4045,108.0201,102.0659,153.7786,148.6301
2023-11,145.3719,137.0729,138.8057,137.8263,109.2690,109.5406,154.0183,150.2660
2023-12,143.3717,135.9125,142.3485,138.9374,101.5847,112.1376,156.6724,150.9093
2024-01,128.7144,135.4302,131.8197,139.4212,97.7548,103.8409,144.6849,150.7342
2024-02,125.1098,136.3983,128.2267,138.2248,115.4684,109.7089,139.4296,149.4712
2024-03,132.8016,141.2271,143.7918,138.3547,119.1597,111.3560,151.3062,149.8491
2024-04,138.9277,142.0249,138.6072,143.8737,112.8051,109.2986,148.1228,154.1052
2024-05,148.4422,144.1395,141.4624,144.2792,109.7462,109.5921,152.4830,155.0573
2024-06,148.9485,142.7852,148.3104,143.4192,112.4164,111.1791,158.6550,154.9794
2024-07,140.0274,142.2301,140.9169,143.4068,88.9826,99.5614,152.8614,155.6892
2024-08,140.9903,144.1348,146.5030,148.7946,113.6922,108.0037,158.1970,160.5182
2024-09,150.9534,149.9479,157.2999,146.4195,110.2850,107.9567,168.0518,159.8005
2024-10,157.7573,152.4544,153.4274,148.7125,109.6306,104.1036,167.3203,161.3975
2024-11,160.7542,151.4876,149.8232,148.1992,106.4014,107.1703,165.6085,160.9703
2024-12,166.4066,157.5736,153.1444,150.2275,88.9313,103.5024,169.1960,163.3446
2025-01,150.5388,158.6648,146.5936,158.0732,90.2198,97.1065,160.6615,169.6334
2025-02,146.7610,159.9524,150.3746,159.6876,111.8021,106.4851,161.4274,171.3223
2025-03,149.3725,159.9616,165.2307,159.2281,116.6422,106.2058,172.7084,171.2601
2025-04,155.8392,159.1169,156.4517,162.2271,106.7938,105.9218,166.2251,172.8078
2025-05,168.3041,163.6835,161.5708,164.3526,110.7208,110.4780,171.5562,174.1713
2025-06,171.4061,164.5429,168.0239,163.1741,109.9361,108.7926,176.3516,172.6464
2025-07,168.4428,171.0941,168.4964,171.5555,95.9920,107.4701,175.3970,178.6265
2025-08,166.9449,170.6425,166.4209,169.1970,116.4212,110.5213,173.5544,176.1928
2025-09,171.7594,171.5279,178.4082,165.6670,111.0116,108.4358,183.8430,174.2107
2025-10,176.5702,170.4791,174.2420,169.1163,107.1826,102.0345,184.3511,177.9722
2025-11,180.2923,169.3777,171.3382,169.7424,100.8770,100.4798,184.1940,179.2343
2025-12,176.7450,168.7953,172.9911,170.5402,89.8125,101.0674,186.0342,180.4053
2026-01,167.7649,175.5434,167.2967,176.7104,93.0453,103.1764,178.6510,185.9844
2026-02,166.0481,178.0140,163.0310,176.0779,111.9092,106.7323,173.6127,186.1274
2026-03,170.7299,179.9256,179.6759,173.5648,114.6765,104.5068,186.4275,184.8546
2026-04,178.4479,182.3641,169.2207,176.4452,107.0228,107.4044,179.7392,187.4845
2026-05,184.8148,180.6928,176.4272,180.9228,109.6508,109.3604,186.8710,190.8506
2026-06,186.1262,179.7598,186.1954,181.8824,108.7970,110.1178,194.8552,191.7230
